geometry,INSEE_COM,INSEE_DEP,NOM_COM_OK,fin_periode,clage_65,ti_classe,tp_classe,td_classe
"{""type"":""Polygon"",""coordinates"":[[[5.649901,46.33415],[5.653587,46.332947],[5.656742,46.341888],[5.649493,46.346106],[5.649255,46.351956],[5.643008,46.35914],[5.637806,46.359533],[5.634232,46.351758],[5.627072,46.340355],[5.630229,46.336939],[5.637458,46.336441],[5.642494,46.344112],[5.649709,46.340711],[5.649901,46.33415]]]}",39102,39,Chancia (39),22/11,65,0 à 10,0 à 1,2500 et plus
"{""type"":""Polygon"",""coordinates"":[[[4.616469,47.162823],[4.610029,47.163373],[4.60778,47.163238],[4.593558,47.147762],[4.593034,47.144622],[4.600662,47.143891],[4.607621,47.139956],[4.622393,47.136943],[4.629551,47.134274],[4.634907,47.14019],[4.642629,47.139303],[4.64317,47.139706],[4.661712,47.143636],[4.665395,47.14597],[4.660161,47.1492],[4.651246,47.147279],[4.645224,47.150068],[4.638864,47.156517],[4.627513,47.160699],[4.616469,47.162823]]]}",21476,21,Painblanc (21),22/11,65,0 à 10,0 à 1,300 à 600
"{""type"":""Polygon"",""coordinates"":[[[5.101772,47.023758],[5.108042,47.018121],[5.113918,47.008552],[5.11454,46.999491],[5.12171,46.997759],[5.131834,46.999742],[5.139593,46.995717],[5.14104,46.990005],[5.144204,46.991345],[5.141712,47.000409],[5.133116,47.00591],[5.12984,47.016415],[5.119632,47.021871],[5.116345,47.029952],[5.108769,47.029551],[5.10515,47.026953],[5.101772,47.023758]]]}",21502,21,Pouilly-sur-Saône (21),22/11,65,500 à 1000,30 et plus,600 à 800
"{""type"":""Polygon"",""coordinates"":[[[4.794884,47.217594],[4.7935,47.213308],[4.783413,47.202657],[4.799855,47.19021],[4.813556,47.189374],[4.82551,47.191099],[4.847039,47.186962],[4.853406,47.184714],[4.867673,47.18275],[4.871444,47.192411],[4.880829,47.194598],[4.880817,47.200414],[4.884632,47.206775],[4.88336,47.208366],[4.876537,47.208767],[4.868891,47.205161],[4.8626,47.208693],[4.84515,47.209514],[4.836907,47.206509],[4.820981,47.210639],[4.81229,47.214185],[4.794884,47.217594]]]}",21625,21,Ternant (21),22/11,65,0 à 10,0 à 1,2500 et plus
"{""type"":""Polygon"",""coordinates"":[[[4.663809,47.1742],[4.655755,47.170077],[4.656267,47.164013],[4.662246,47.162423],[4.670434,47.162705],[4.679452,47.160729],[4.693463,47.164408],[4.699565,47.167998],[4.679266,47.173596],[4.676333,47.178425],[4.668779,47.177723],[4.663809,47.1742]]]}",21184,21,Colombier (21),22/11,65,0 à 10,0 à 1,300 à 600
"{""type"":""Polygon"",""coordinates"":[[[5.01426,47.144482],[5.020296,47.141254],[5.021406,47.134084],[5.0299,47.125249],[5.055653,47.123669],[5.064627,47.128928],[5.064115,47.141989],[5.066577,47.145435],[5.048891,47.15642],[5.046384,47.157164],[5.044201,47.154617],[5.035186,47.15663],[5.02537,47.152338],[5.021489,47.148138],[5.015182,47.149086],[5.01426,47.144482]]]}",21691,21,Villebichot (21),22/11,65,0 à 10,0 à 1,1000 à 1500
"{""type"":""Polygon"",""coordinates"":[[[4.458321,47.244196],[4.464729,47.237509],[4.473349,47.232536],[4.48149,47.225046],[4.483283,47.219265],[4.495866,47.215108],[4.495114,47.210849],[4.498259,47.209986],[4.508008,47.216704],[4.505161,47.222991],[4.508911,47.229464],[4.504517,47.235875],[4.50766,47.243774],[4.494593,47.253334],[4.487423,47.261385],[4.472942,47.256255],[4.461069,47.245181],[4.458321,47.244196]]]}",21153,21,Châtellenot (21),22/11,65,0 à 10,10 à 15,0 à 300
"{""type"":""Polygon"",""coordinates"":[[[6.67611,47.433631],[6.673996,47.426737],[6.67306,47.414051],[6.696024,47.404102],[6.705039,47.398451],[6.713463,47.398123],[6.714995,47.404146],[6.725767,47.409786],[6.717896,47.412098],[6.716282,47.415578],[6.71579,47.435745],[6.713919,47.439186],[6.692406,47.436238],[6.681162,47.433183],[6.67611,47.433631]]]}",25618,25,Villars-sous-Écot (25),22/11,65,0 à 10,0 à 1,1000 à 1500
"{""type"":""Polygon"",""coordinates"":[[[4.720244,47.875332],[4.725149,47.882652],[4.7315,47.887698],[4.724162,47.893444],[4.721219,47.902776],[4.722069,47.911543],[4.725609,47.917752],[4.713539,47.923443],[4.715008,47.927965],[4.715066,47.939838],[4.7277,47.947795],[4.722338,47.95043],[4.733958,47.95353],[4.733853,47.959893],[4.724704,47.960281],[4.70824,47.958935],[4.702371,47.952291],[4.702368,47.948686],[4.693776,47.942321],[4.700925,47.929785],[4.702949,47.922167],[4.697564,47.916106],[4.697218,47.911515],[4.68535,47.905265],[4.681346,47.90013],[4.681849,47.892905],[4.675516,47.879384],[4.675986,47.877597],[4.685086,47.880988],[4.694379,47.877133],[4.704028,47.880232],[4.715612,47.8784],[4.720244,47.875332]]]}",21077,21,Bissey-la-Côte (21),22/11,65,0 à 10,15 à 20,0 à 300
"{""type"":""Polygon"",""coordinates"":[[[4.841809,47.278933],[4.838652,47.284009],[4.831866,47.287375],[4.825701,47.287692],[4.825717,47.284703],[4.812782,47.26989],[4.810939,47.261609],[4.817376,47.25877],[4.822502,47.261957],[4.832896,47.277173],[4.841809,47.278933]]]}",21018,21,Arcey (21),22/11,65,0 à 10,10 à 15,0 à 300
"{""type"":""Polygon"",""coordinates"":[[[4.896589,47.010231],[4.901459,47.009962],[4.905023,47.017733],[4.896371,47.021275],[4.905818,47.027377],[4.895431,47.040911],[4.883143,47.040892],[4.878566,47.03493],[4.859173,47.021903],[4.864253,47.01959],[4.874918,47.019134],[4.896589,47.010231]]]}",21684,21,Vignoles (21),22/11,65,1000 et plus,30 et plus,2500 et plus
"{""type"":""Polygon"",""coordinates"":[[[5.072009,47.424153],[5.048439,47.416821],[5.040654,47.40026],[5.049997,47.400588],[5.055385,47.394425],[5.061951,47.390935],[5.069543,47.385979],[5.076687,47.387687],[5.098667,47.416336],[5.099154,47.417008],[5.075109,47.424669],[5.072009,47.424153]]]}",21462,21,Norges-la-Ville (21),22/11,65,20 à 50,1 à 5,1500 à 2000
"{""type"":""Polygon"",""coordinates"":[[[4.421633,47.219984],[4.429516,47.212147],[4.436741,47.216245],[4.443571,47.226642],[4.44572,47.232909],[4.454907,47.243703],[4.446224,47.246815],[4.441582,47.246884],[4.4364,47.241367],[4.421903,47.242206],[4.411527,47.236161],[4.403395,47.237964],[4.402429,47.233646],[4.406292,47.229753],[4.421633,47.219984]]]}",21068,21,Beurey-Bauguay (21),22/11,65,0 à 10,1 à 5,0 à 300
"{""type"":""Polygon"",""coordinates"":[[[4.731021,47.323744],[4.742745,47.320044],[4.755496,47.319084],[4.762272,47.320678],[4.767874,47.325174],[4.774257,47.331258],[4.767407,47.342714],[4.766901,47.345848],[4.75622,47.34582],[4.750623,47.343488],[4.743403,47.341458],[4.745009,47.339945],[4.736428,47.331569],[4.731021,47.323744]]]}",21592,21,Savigny-sous-Mâlain (21),22/11,65,0 à 10,10 à 15,0 à 300
"{""type"":""Polygon"",""coordinates"":[[[6.72539,47.36007],[6.739201,47.364171],[6.748224,47.370121],[6.743601,47.371885],[6.746841,47.377752],[6.738372,47.38458],[6.733556,47.390477],[6.739307,47.391973],[6.738338,47.401065],[6.730632,47.399775],[6.72603,47.391048],[6.72659,47.384476],[6.722517,47.37774],[6.720705,47.368686],[6.708745,47.36256],[6.710214,47.359468],[6.72539,47.36007]]]}",25422,25,Neuchâtel-Urtière (25),22/11,65,0 à 10,0 à 1,2500 et plus
"{""type"":""Polygon"",""coordinates"":[[[4.559814,47.240935],[4.554869,47.239771],[4.543702,47.233672],[4.52945,47.232113],[4.541583,47.213973],[4.540139,47.197171],[4.534056,47.186625],[4.535639,47.181022],[4.529647,47.177611],[4.530605,47.174902],[4.540397,47.173239],[4.554676,47.181549],[4.564433,47.185412],[4.569365,47.192742],[4.578532,47.1952],[4.575984,47.210374],[4.572115,47.214986],[4.561614,47.217683],[4.557839,47.232126],[4.559428,47.239103],[4.559814,47.240935]]]}",21399,21,Meilly-sur-Rouvres (21),22/11,65,0 à 10,0 à 1,2500 et plus
"{""type"":""Polygon"",""coordinates"":[[[4.6433,47.727234],[4.646826,47.70948],[4.643221,47.702297],[4.634239,47.699188],[4.618925,47.701495],[4.6161,47.687697],[4.611576,47.686301],[4.612424,47.679672],[4.621274,47.676349],[4.624621,47.674951],[4.635816,47.676782],[4.640422,47.672417],[4.650316,47.67474],[4.651409,47.678452],[4.657649,47.683284],[4.667852,47.680265],[4.670349,47.682856],[4.66774,47.687754],[4.669963,47.693955],[4.667546,47.7114],[4.667996,47.717178],[4.662171,47.721865],[4.65287,47.723253],[4.6433,47.727234]]]}",21061,21,Bellenod-sur-Seine (21),22/11,65,0 à 10,10 à 15,0 à 300
"{""type"":""Polygon"",""coordinates"":[[[4.638234,47.202625],[4.626653,47.203451],[4.616888,47.20054],[4.608977,47.203891],[4.597279,47.199394],[4.603896,47.194631],[4.604364,47.187139],[4.610892,47.182165],[4.604607,47.170897],[4.610029,47.163373],[4.616469,47.162823],[4.619867,47.171284],[4.624476,47.175686],[4.632829,47.177708],[4.637928,47.192382],[4.64903,47.194362],[4.660057,47.189644],[4.65904,47.192094],[4.650791,47.196714],[4.641563,47.195505],[4.63733,47.198227],[4.638234,47.202625]]]}",21570,21,Sainte-Sabine (21),22/11,65,0 à 10,5 à 10,0 à 300
"{""type"":""Polygon"",""coordinates"":[[[4.941056,47.668578],[4.939081,47.666185],[4.948007,47.659678],[4.956564,47.656376],[4.961881,47.651261],[4.967142,47.637267],[4.970127,47.634229],[4.987967,47.638723],[4.988761,47.6409],[4.978081,47.642363],[4.968466,47.650059],[4.970303,47.656624],[4.964642,47.669586],[4.963221,47.678941],[4.959182,47.682827],[4.94884,47.679328],[4.945801,47.671572],[4.941056,47.668578]]]}",21119,21,Bussières (21),22/11,65,0 à 10,0 à 1,2500 et plus
"{""type"":""Polygon"",""coordinates"":[[[4.637132,47.978348],[4.641238,47.974606],[4.653402,47.969075],[4.666035,47.968407],[4.677549,47.963878],[4.683048,47.96658],[4.694518,47.960053],[4.702371,47.952291],[4.70824,47.958935],[4.702249,47.961207],[4.699661,47.965772],[4.709164,47.967831],[4.721911,47.974348],[4.714104,47.982444],[4.706587,47.986355],[4.700175,47.987197],[4.69173,47.997395],[4.700746,48.005524],[4.710643,48.009033],[4.719921,48.009143],[4.704346,48.020294],[4.698827,48.023906],[4.687439,48.020994],[4.673262,48.015271],[4.664334,48.010327],[4.647346,47.995586],[4.635312,47.981485],[4.637132,47.978348]]]}",21524,21,Riel-les-Eaux (21),22/11,65,0 à 10,5 à 10,0 à 300
"{""type"":""Polygon"",""coordinates"":[[[6.874897,47.418096],[6.874663,47.412563],[6.885582,47.414699],[6.900237,47.412935],[6.913655,47.416293],[6.912113,47.420354],[6.899372,47.424809],[6.880726,47.422713],[6.874897,47.418096]]]}",25378,25,Meslières (25),22/11,65,150 à 250,30 et plus,300 à 600
"{""type"":""Polygon"",""coordinates"":[[[5.022697,47.191084],[5.021904,47.18684],[5.034268,47.187501],[5.042504,47.184971],[5.046635,47.186175],[5.051972,47.192848],[5.058007,47.191747],[5.060505,47.19961],[5.058071,47.202452],[5.039209,47.2059],[5.029496,47.201797],[5.024693,47.202619],[5.022697,47.191084]]]}",21113,21,Broindon (21),22/11,65,0 à 10,25 à 30,0 à 300
"{""type"":""Polygon"",""coordinates"":[[[4.383576,47.267524],[4.37495,47.255214],[4.373821,47.244701],[4.369985,47.235309],[4.375688,47.229818],[4.384672,47.225124],[4.396894,47.224118],[4.406292,47.229753],[4.402429,47.233646],[4.403395,47.237964],[4.411527,47.236161],[4.421903,47.242206],[4.4364,47.241367],[4.441582,47.246884],[4.446224,47.246815],[4.445648,47.252927],[4.412498,47.268652],[4.408161,47.269249],[4.383576,47.267524]]]}",21382,21,Marcilly-Ogny (21),22/11,65,0 à 10,10 à 15,0 à 300
"{""type"":""Polygon"",""coordinates"":[[[5.150375,47.636212],[5.140679,47.633037],[5.126252,47.631418],[5.116078,47.624894],[5.10954,47.619338],[5.115854,47.616235],[5.124992,47.615225],[5.131822,47.609641],[5.135982,47.60108],[5.14318,47.602941],[5.153942,47.600684],[5.163779,47.601607],[5.170586,47.611229],[5.168002,47.616883],[5.162319,47.619418],[5.15193,47.627706],[5.150375,47.636212]]]}",21275,21,Foncegrive (21),22/11,65,0 à 10,20 à 25,0 à 300
"{""type"":""Polygon"",""coordinates"":[[[4.277653,47.139486],[4.276293,47.147472],[4.279396,47.15145],[4.264969,47.155877],[4.25556,47.155472],[4.242749,47.149967],[4.241825,47.148198],[4.237158,47.14295],[4.246843,47.133477],[4.251653,47.131507],[4.264395,47.129725],[4.277097,47.136442],[4.277653,47.139486]]]}",21703,21,Villiers-en-Morvan (21),22/11,65,0 à 10,0 à 1,0 à 300
"{""type"":""Polygon"",""coordinates"":[[[5.384311,47.097449],[5.361118,47.101529],[5.351581,47.100889],[5.343804,47.098593],[5.335292,47.088019],[5.357405,47.083584],[5.359401,47.080836],[5.363347,47.078392],[5.369807,47.077627],[5.377763,47.079692],[5.385734,47.081983],[5.391394,47.08976],[5.382804,47.094944],[5.384311,47.097449]]]}",21581,21,Samerey (21),22/11,65,0 à 10,0 à 1,0 à 300
"{""type"":""Polygon"",""coordinates"":[[[4.383994,47.378985],[4.374326,47.379803],[4.364229,47.389549],[4.371971,47.399713],[4.36761,47.401491],[4.354981,47.402619],[4.348128,47.40634],[4.340382,47.404388],[4.334172,47.398121],[4.343439,47.387299],[4.35507,47.380182],[4.350477,47.375433],[4.346042,47.364938],[4.346234,47.354431],[4.368936,47.357519],[4.378633,47.366375],[4.378531,47.371207],[4.383994,47.378985]]]}",21449,21,Nan-sous-Thil (21),22/11,65,0 à 10,0 à 1,300 à 600
"{""type"":""Polygon"",""coordinates"":[[[4.637132,47.978348],[4.635312,47.981485],[4.647346,47.995586],[4.664334,48.010327],[4.673262,48.015271],[4.665379,48.020997],[4.655877,48.016973],[4.653582,48.022557],[4.646339,48.025803],[4.634717,48.024339],[4.621959,48.024383],[4.618454,48.021956],[4.601812,48.015623],[4.590549,48.012863],[4.601505,48.007538],[4.602813,48.002422],[4.596154,47.992746],[4.598113,47.975381],[4.588937,47.968327],[4.580177,47.964187],[4.578345,47.957206],[4.586953,47.951801],[4.599147,47.946832],[4.602146,47.961949],[4.607273,47.965005],[4.620595,47.964052],[4.626938,47.967443],[4.637132,47.978348]]]}",21034,21,Autricourt (21),22/11,65,0 à 10,0 à 1,2500 et plus
"{""type"":""Polygon"",""coordinates"":[[[4.756471,47.049356],[4.764614,47.046328],[4.770416,47.040412],[4.775935,47.039583],[4.78712,47.040298],[4.795224,47.04944],[4.790328,47.058892],[4.77657,47.061618],[4.76119,47.0681],[4.75879,47.074126],[4.754213,47.069654],[4.752283,47.064479],[4.756471,47.049356]]]}",21099,21,Bouze-lès-Beaune (21),22/11,65,50 à 150,1 à 5,2000 à 2500
"{""type"":""Polygon"",""coordinates"":[[[4.331248,47.289965],[4.330504,47.283793],[4.326847,47.281677],[4.314948,47.279992],[4.299957,47.274974],[4.292902,47.269767],[4.274435,47.269456],[4.268817,47.261429],[4.272123,47.254225],[4.271169,47.250631],[4.281775,47.251523],[4.288332,47.254588],[4.298488,47.247454],[4.299741,47.241124],[4.305259,47.235775],[4.310944,47.234141],[4.320836,47.23722],[4.331863,47.231829],[4.337647,47.236364],[4.347534,47.237541],[4.353476,47.235843],[4.369985,47.235309],[4.373821,47.244701],[4.37495,47.255214],[4.383576,47.267524],[4.37236,47.27715],[4.357895,47.287438],[4.358161,47.292982],[4.358279,47.294623],[4.342979,47.287104],[4.331248,47.289965]]]}",21629,21,Thoisy-la-Berchère (21),22/11,65,1000 et plus,30 et plus,2500 et plus
"{""type"":""Polygon"",""coordinates"":[[[5.051797,47.493281],[5.067953,47.496555],[5.07537,47.500183],[5.077945,47.504568],[5.080195,47.5154],[5.084127,47.524272],[5.080457,47.530752],[5.073859,47.536445],[5.071239,47.542209],[5.070476,47.550494],[5.055456,47.550357],[5.042657,47.532318],[5.032127,47.532781],[5.028233,47.529903],[5.031754,47.521175],[5.044871,47.52223],[5.048251,47.513959],[5.043478,47.506892],[5.043443,47.502088],[5.051797,47.493281]]]}",21230,21,Diénay (21),22/11,65,0 à 10,0 à 1,1500 à 2000
"{""type"":""Polygon"",""coordinates"":[[[5.051797,47.493281],[5.043443,47.502088],[5.043478,47.506892],[5.048251,47.513959],[5.044871,47.52223],[5.031754,47.521175],[5.01922,47.518524],[5.015503,47.51312],[5.007188,47.513843],[4.987793,47.50588],[4.984849,47.501459],[4.989888,47.485652],[4.992772,47.482552],[5.001636,47.478866],[5.007261,47.481611],[5.020751,47.479569],[5.032324,47.484867],[5.043079,47.487625],[5.051797,47.493281]]]}",21692,21,Villecomte (21),22/11,65,0 à 10,1 à 5,0 à 300
"{""type"":""Polygon"",""coordinates"":[[[4.85113,47.058005],[4.858782,47.056225],[4.866447,47.063346],[4.874184,47.071172],[4.868688,47.079716],[4.856669,47.072634],[4.852574,47.066735],[4.853504,47.061686],[4.85113,47.058005]]]}",21010,21,Aloxe-Corton (21),22/11,65,0 à 10,10 à 15,0 à 300
"{""type"":""Polygon"",""coordinates"":[[[4.980299,47.540595],[4.985288,47.538375],[4.997346,47.52663],[5.000137,47.520842],[5.007188,47.513843],[5.015503,47.51312],[5.01922,47.518524],[5.031754,47.521175],[5.028233,47.529903],[5.032127,47.532781],[5.042657,47.532318],[5.055456,47.550357],[5.070476,47.550494],[5.072094,47.56055],[5.0641,47.561125],[5.060892,47.567604],[5.044216,47.574558],[5.036179,47.573123],[5.028963,47.574079],[5.009582,47.590444],[5.006636,47.591911],[5.001036,47.587858],[5.011557,47.571773],[5.007327,47.566261],[4.995831,47.561903],[4.992243,47.556195],[4.983088,47.552575],[4.980299,47.540595]]]}",21587,21,Saulx-le-Duc (21),22/11,65,0 à 10,1 à 5,0 à 300
"{""type"":""Polygon"",""coordinates"":[[[5.049306,46.981583],[5.046001,46.987049],[5.040512,46.98998],[5.033613,47.000364],[5.020567,47.004771],[5.007753,46.999685],[4.992649,46.998189],[4.977384,46.999708],[4.974792,46.994507],[4.977023,46.986667],[4.985814,46.982618],[5.003365,46.972191],[5.014423,46.971504],[5.031121,46.980894],[5.049306,46.981583]]]}",21193,21,Corgengoux (21),22/11,65,0 à 10,10 à 15,0 à 300
"{""type"":""Polygon"",""coordinates"":[[[4.388005,47.12182],[4.397263,47.112972],[4.408833,47.108241],[4.419824,47.109884],[4.421624,47.10571],[4.414231,47.098033],[4.411213,47.089882],[4.420387,47.083859],[4.433643,47.07801],[4.44496,47.080566],[4.455656,47.090623],[4.463662,47.087916],[4.461879,47.084718],[4.46777,47.090053],[4.480573,47.096773],[4.476932,47.098184],[4.465229,47.099256],[4.469858,47.10796],[4.460516,47.118163],[4.459083,47.124448],[4.462121,47.127528],[4.449165,47.131708],[4.44462,47.131237],[4.426804,47.128668],[4.416128,47.129457],[4.40512,47.137481],[4.390401,47.131486],[4.388005,47.12182]]]}",21363,21,Magnien (21),22/11,65,50 à 150,1 à 5,2500 et plus
"{""type"":""Polygon"",""coordinates"":[[[4.31171,47.192268],[4.296163,47.190346],[4.286213,47.191833],[4.27529,47.188354],[4.27047,47.189399],[4.254461,47.182266],[4.2457,47.169872],[4.231336,47.162704],[4.23459,47.160131],[4.243327,47.159929],[4.244886,47.156148],[4.242749,47.149967],[4.25556,47.155472],[4.264969,47.155877],[4.279396,47.15145],[4.297368,47.164607],[4.307771,47.171422],[4.317119,47.181591],[4.31455,47.190712],[4.31171,47.192268]]]}",21102,21,Brazey-en-Morvan (21),22/11,65,0 à 10,0 à 1,0 à 300
"{""type"":""Polygon"",""coordinates"":[[[4.872393,46.97086],[4.863842,46.973779],[4.85857,46.973529],[4.856173,46.966361],[4.828497,46.967752],[4.833805,46.958086],[4.827242,46.954198],[4.818125,46.951679],[4.808493,46.953886],[4.804403,46.946905],[4.808456,46.939572],[4.816331,46.936027],[4.836953,46.94147],[4.870859,46.947815],[4.878475,46.951137],[4.882722,46.949919],[4.894371,46.952598],[4.891064,46.957524],[4.873948,46.96584],[4.872393,46.97086]]]}",21405,21,Merceuil (21),22/11,65,0 à 10,10 à 15,0 à 300
"{""type"":""Polygon"",""coordinates"":[[[4.351993,47.166465],[4.348947,47.169505],[4.334204,47.177531],[4.327059,47.180801],[4.317119,47.181591],[4.307771,47.171422],[4.297368,47.164607],[4.300929,47.158661],[4.306136,47.155534],[4.320155,47.154179],[4.332941,47.150154],[4.341936,47.154383],[4.348179,47.163535],[4.351993,47.166465]]]}",21675,21,Vianges (21),22/11,65,0 à 10,0 à 1,0 à 300
"{""type"":""Polygon"",""coordinates"":[[[4.927455,47.871545],[4.928318,47.885068],[4.92581,47.891198],[4.919424,47.894413],[4.908105,47.886554],[4.898704,47.890417],[4.880672,47.885572],[4.87858,47.877927],[4.881964,47.875123],[4.887118,47.868867],[4.906908,47.862103],[4.927455,47.871545]]]}",21303,21,Les Goulles (21),22/11,65,0 à 10,30 et plus,0 à 300
"{""type"":""Polygon"",""coordinates"":[[[4.749758,46.937919],[4.741145,46.930135],[4.744372,46.924555],[4.755674,46.91716],[4.770476,46.917942],[4.779564,46.91854],[4.779892,46.923969],[4.769531,46.92867],[4.771348,46.935384],[4.758625,46.938935],[4.749758,46.937919]]]}",21196,21,Corpeau (21),22/11,65,0 à 10,0 à 1,1000 à 1500
"{""type"":""Polygon"",""coordinates"":[[[4.134923,47.400797],[4.146923,47.406238],[4.13342,47.420445],[4.130223,47.419615],[4.098924,47.430496],[4.086575,47.44047],[4.078912,47.437648],[4.083622,47.433757],[4.085014,47.429616],[4.083783,47.419811],[4.099366,47.413241],[4.105485,47.405212],[4.113181,47.39828],[4.119935,47.407432],[4.124937,47.408214],[4.129913,47.402533],[4.134923,47.400797]]]}",21531,21,Rouvray (21),22/11,65,0 à 10,5 à 10,0 à 300
